SK_ID_CURR,TARGET,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,TERM_MONTHS,INTEREST_RATE,DAYS_BIRTH,DAYS_EMPLOYED,EMPLOYMENT_STATUS,NAME_CONTRACT_TYPE,HOME_OWNERSHIP,LOAN_PURPOSE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,BUREAU_MONTHS_SINCE_LAST_DELINQUENCY,HAS_BUREAU_FILE,BUREAU_ACTIVE_LOANS,BUREAU_CLOSED_LOANS,BUREAU_TOTAL_DEBT,BUREAU_TOTAL_CREDIT_LIMIT,BUREAU_UTILIZATION,BUREAU_DPD_30_COUNT,BUREAU_DPD_60_COUNT,BUREAU_DPD_90_COUNT,BUREAU_INQUIRIES_6M,APPLICANT_SCENARIO
100029,0,126027.0,318174.0,15968.0,24,0.1854,-10386,-270,Contract,Auto loan,Own,working_capital,0.3221,0.3994,0.4419,,0,,,,,,,,,,young_short_employment
100030,0,134818.0,504329.0,10649.0,72,0.1495,-10000,-120,Salaried,Credit card,Own,debt_consolidation,0.5474,0.4738,0.7395,,1,1.0,0.0,575033.0,784025.0,0.733437071521954,0.0,0.0,0.0,1.0,young_short_employment
100031,0,229739.0,2469963.0,25454.0,300,0.1169,-8963,-2490,Salaried,Mortgage,Rent,vehicle,0.7766,0.9567,0.6252,83.0,1,1.0,1.0,24179.0,116271.0,0.20795383199594053,0.0,1.0,0.0,0.0,good_income_high_credit_amount
100032,1,113972.0,227124.0,5404.0,60,0.1501,-17180,-9660,Contract,Cash loan,Family,debt_consolidation,0.99,0.99,0.99,,1,2.0,3.0,223831.0,661008.0,0.338620712608622,0.0,0.0,0.0,1.0,prime_stable_low_leverage
100033,1,101393.0,198389.0,18426.0,12,0.205,-19385,-12090,Salaried,Credit card,Rent,debt_consolidation,0.8664,0.8697,0.99,,1,2.0,2.0,599199.0,1430205.0,0.4189602189895854,0.0,0.0,0.0,1.0,prime_stable_low_leverage
100034,0,117694.0,194524.0,17463.0,12,0.1397,-13448,-5370,Salaried,Cash loan,Family,vehicle,0.3788,0.6103,,,1,4.0,4.0,157679.0,408488.0,0.9400212719866583,0.0,0.0,0.0,0.0,high_bureau_utilization
100035,0,208329.0,394536.0,11371.0,48,0.1694,-14503,-7950,Salaried,Cash loan,Mortgage,debt_consolidation,0.5459,0.6293,0.4503,24.0,1,1.0,1.0,33992.0,252847.0,0.13443703108994767,1.0,0.0,1.0,0.0,prime_stable_low_leverage
100036,0,305430.0,454788.0,14048.0,48,0.2086,-19569,-11700,Salaried,Cash loan,Own,working_capital,0.7497,0.8478,0.8002,,0,,,,,,,,,,thin_file_new_to_credit
100037,0,117598.0,242305.0,8177.0,36,0.1311,-12769,-3930,Salaried,Cash loan,Own,debt_consolidation,,0.7626,0.7713,56.0,1,1.0,4.0,41291.0,170046.0,0.24282253037413407,1.0,0.0,0.0,0.0,prime_stable_low_leverage
100038,0,126412.0,111214.0,4164.0,36,0.2054,-21066,-11070,Salaried,Credit card,Own,debt_consolidation,0.6667,0.7169,0.6924,,1,0.0,3.0,0.0,255984.0,0.0,0.0,0.0,0.0,6.0,multiple_recent_inquiries
100039,0,156809.0,1105249.0,9631.0,180,0.0651,-11705,-4050,Self-employed,Mortgage,Rent,working_capital,,0.8187,0.99,,1,2.0,3.0,137606.0,258964.0,0.5313711558363324,0.0,0.0,0.0,1.0,prime_stable_low_leverage
100040,1,87218.0,538697.0,49165.0,12,0.1713,-14350,-7620,Salaried,Cash loan,Own,vehicle,0.5479,0.4639,0.5856,,1,2.0,4.0,43637.0,76457.0,0.5707391082569288,0.0,0.0,0.0,3.0,good_income_high_credit_amount
100041,0,96458.0,88045.0,2435.0,60,0.2206,-13067,-6660,Salaried,Credit card,Rent,other,0.6754,0.6296,0.458,76.0,1,2.0,2.0,81252.0,214796.0,0.3782752006555057,1.0,0.0,0.0,0.0,low_income_high_annuity_burden
100042,0,191108.0,514868.0,24361.0,24,0.1252,-10886,-240,Contract,Cash loan,Rent,education,0.8703,0.7733,0.6277,66.0,1,2.0,1.0,181924.0,441267.0,0.4122764675355284,3.0,0.0,0.0,1.0,young_short_employment
100043,0,95297.0,170234.0,5314.0,48,0.2146,-15415,-5880,Salaried,Auto loan,Rent,debt_consolidation,0.6411,0.6527,0.695,,1,2.0,3.0,201035.0,679734.0,0.29575539843527027,0.0,0.0,0.0,0.0,low_income_high_annuity_burden
100044,0,79445.0,278477.0,24523.0,12,0.1031,-9819,0,Salaried,Cash loan,Family,vehicle,0.7642,0.8896,0.7647,,1,3.0,2.0,379574.0,705609.0,0.9391291579002158,0.0,0.0,0.0,1.0,high_bureau_utilization
100045,0,53109.0,74099.0,6577.0,12,0.1181,-15491,-5550,Salaried,Auto loan,Family,debt_consolidation,0.5671,0.4665,0.5272,3.0,1,1.0,3.0,174276.0,217941.0,0.7996476110506973,2.0,2.0,0.0,0.0,recent_delinquency
100046,0,106628.0,186786.0,4133.0,72,0.1679,-15787,-6540,Salaried,Cash loan,Mortgage,working_capital,0.6551,0.5319,0.5698,,1,1.0,4.0,28502.0,85062.0,0.3350732406950225,0.0,0.0,0.0,0.0,prime_stable_low_leverage
100047,0,72861.0,570443.0,7393.0,180,0.1347,-13394,-5100,Self-employed,Mortgage,Rent,home_improvement,0.6163,0.695,0.5733,,1,2.0,3.0,211425.0,292883.0,0.7218752880843203,0.0,0.0,0.0,2.0,self_employed_income_volatility
100048,0,165522.0,169878.0,5963.0,36,0.1589,-8517,-210,Contract,Cash loan,Family,debt_consolidation,0.5732,0.5402,0.7091,,1,1.0,2.0,64266.0,115283.0,0.5574629390283042,0.0,0.0,0.0,0.0,young_short_employment
100049,0,91602.0,89878.0,2153.0,60,0.1531,-16401,-9300,Contract,Cash loan,Mortgage,debt_consolidation,0.6957,0.8229,0.7277,,1,0.0,3.0,0.0,10000.0,0.0,0.0,0.0,0.0,1.0,low_income_high_annuity_burden
100050,1,359764.0,3500000.0,45233.0,120,0.0947,-15590,-6900,Salaried,Mortgage,Own,debt_consolidation,0.8225,0.7978,0.8574,,0,,,,,,,,,,thin_file_new_to_credit
100051,0,115975.0,136434.0,3125.0,60,0.1329,-8749,0,Self-employed,Cash loan,Mortgage,working_capital,0.4962,0.5856,0.678,,1,0.0,5.0,0.0,11136.0,0.0,0.0,0.0,0.0,0.0,self_employed_income_volatility
100052,0,212902.0,290773.0,6534.0,72,0.174,-17371,-6930,Salaried,Cash loan,Own,education,0.7187,0.6879,0.829,61.0,1,1.0,4.0,91045.0,243607.0,0.37373720787990494,0.0,0.0,1.0,2.0,prime_stable_low_leverage
100053,0,114104.0,172899.0,6298.0,36,0.1855,-22622,-14940,Salaried,Cash loan,Family,debt_consolidation,0.3376,0.4031,0.3829,,0,,,,,,,,,,thin_file_new_to_credit
100054,0,128118.0,177652.0,4047.0,60,0.1305,-15847,-6600,Salaried,Cash loan,Rent,vehicle,0.6645,0.7337,0.7542,,0,,,,,,,,,,thin_file_new_to_credit
100055,0,437743.0,442492.0,20845.0,24,0.1207,-16779,-9570,Salaried,Auto loan,Family,other,0.4184,0.4934,0.4498,57.0,1,2.0,5.0,223553.0,618484.0,0.36145316612879236,0.0,1.0,0.0,1.0,prime_stable_low_leverage
100056,0,103521.0,133735.0,4565.0,36,0.1391,-9460,-1590,Salaried,Cash loan,Own,debt_consolidation,0.5877,0.5653,0.4961,,1,2.0,1.0,107130.0,380695.0,0.2814063751822325,0.0,0.0,0.0,6.0,multiple_recent_inquiries
100057,0,254732.0,439922.0,38912.0,12,0.1115,-18265,-11160,Salaried,Cash loan,Family,debt_consolidation,0.7096,0.7883,0.6944,,0,,,,,,,,,,thin_file_new_to_credit
100058,0,195423.0,184238.0,4999.0,60,0.2114,-16499,-10170,Contract,Credit card,Own,debt_consolidation,0.3622,0.3605,0.4508,35.0,1,0.0,1.0,0.0,34418.0,0.0,1.0,0.0,2.0,0.0,previous_default_history
100059,0,140461.0,236524.0,4950.0,72,0.146,-16122,-8910,Self-employed,Cash loan,Rent,debt_consolidation,0.6252,0.6574,0.6356,,1,2.0,0.0,54290.0,169614.0,0.32007971040126404,0.0,0.0,0.0,2.0,self_employed_income_volatility
100060,0,105983.0,179272.0,4798.0,48,0.1287,-13229,-5460,Self-employed,Auto loan,Own,debt_consolidation,0.731,0.7766,0.7121,,1,0.0,3.0,0.0,19384.0,0.0,0.0,0.0,0.0,1.0,self_employed_income_volatility
100061,0,159987.0,2125169.0,23827.0,180,0.1075,-19327,-10620,Salaried,Mortgage,Own,debt_consolidation,0.8087,,,,1,6.0,4.0,283705.0,793466.0,0.9074114176149392,0.0,0.0,0.0,0.0,high_bureau_utilization
100062,0,76711.0,69106.0,2311.0,36,0.1247,-18485,-11400,Contract,Cash loan,Rent,vehicle,0.9527,0.9364,0.7837,34.0,1,3.0,5.0,694930.0,925207.0,1.10925087706222,2.0,0.0,0.0,0.0,high_bureau_utilization
100063,0,226431.0,513270.0,17426.0,36,0.1353,-18469,-9360,Salaried,Cash loan,Rent,debt_consolidation,0.6995,0.8069,0.7889,32.0,1,0.0,1.0,0.0,74514.0,0.0,0.0,1.0,0.0,3.0,prime_stable_low_leverage
100064,0,266390.0,440762.0,14612.0,36,0.1187,-7887,-330,Salaried,Auto loan,Rent,working_capital,0.7551,0.621,0.7704,,0,,,,,,,,,,young_short_employment
100065,0,144761.0,681349.0,33398.0,24,0.1611,-20761,-11370,Self-employed,Auto loan,Mortgage,vehicle,0.6623,0.7363,0.6586,,1,2.0,2.0,65364.0,227706.0,0.28705435956891784,0.0,0.0,0.0,1.0,good_income_high_credit_amount
100066,0,176690.0,471085.0,15191.0,36,0.0996,-17907,-8100,Salaried,Cash loan,Family,home_improvement,0.7481,0.6646,0.6377,,0,,,,,,,,,,thin_file_new_to_credit
100067,0,478274.0,912779.0,83448.0,12,0.1746,-23462,-13650,Self-employed,Credit card,Rent,vehicle,0.8793,0.8205,0.8441,,1,2.0,5.0,39442.0,128623.0,0.306648111146529,0.0,0.0,0.0,0.0,prime_stable_low_leverage
100068,0,114646.0,471570.0,5300.0,120,0.0627,-10714,-1620,Salaried,Mortgage,Family,education,0.7733,0.8469,0.8021,,1,2.0,1.0,160823.0,347263.0,0.46311585167437935,0.0,0.0,0.0,1.0,mortgage_like_secured_low_risk
100069,0,210665.0,300949.0,8753.0,60,0.2454,-15515,-6870,Salaried,Credit card,Rent,debt_consolidation,0.4226,0.5201,0.4784,40.0,1,1.0,3.0,96088.0,254927.0,0.3769235898904392,1.0,0.0,0.0,0.0,prime_stable_low_leverage
100070,0,145565.0,1189415.0,16516.0,180,0.1484,-14937,-8160,Salaried,Mortgage,Family,debt_consolidation,0.8866,0.7623,0.7895,,1,4.0,4.0,53272.0,119691.0,0.8907381098917205,0.0,0.0,0.0,1.0,high_bureau_utilization
100071,1,141845.0,1203637.0,30555.0,48,0.1005,-17889,-8700,Self-employed,Cash loan,Family,home_improvement,0.7054,0.6208,0.5931,59.0,1,3.0,1.0,62392.0,127549.0,0.4891610283106884,0.0,0.0,1.0,1.0,good_income_high_credit_amount
100072,0,256168.0,120400.0,4447.0,36,0.1955,-17800,-8520,Salaried,Auto loan,Mortgage,education,0.5389,0.5138,0.3977,,1,2.0,2.0,85634.0,281432.0,0.30427954177207994,0.0,0.0,0.0,0.0,low_income_high_annuity_burden
100073,0,117416.0,229020.0,20880.0,12,0.1693,-13585,-7410,Contract,Cash loan,Own,education,0.634,0.6909,0.6977,,1,6.0,2.0,439741.0,1004573.0,1.0017081855440644,0.0,0.0,0.0,2.0,high_bureau_utilization
100074,0,86259.0,327682.0,9750.0,48,0.1872,-15470,-7770,Salaried,Auto loan,Mortgage,working_capital,0.913,0.9715,0.99,,1,1.0,3.0,206029.0,312907.0,0.6584352539252877,0.0,0.0,0.0,2.0,prime_stable_low_leverage
100075,0,66887.0,58474.0,2824.0,24,0.1459,-8279,-1050,Salaried,Auto loan,Family,medical,0.7362,0.8746,0.8457,,1,0.0,4.0,0.0,50121.0,0.0,0.0,0.0,0.0,1.0,low_income_high_annuity_burden
100076,0,215463.0,1406667.0,18864.0,120,0.1035,-20253,-11490,Salaried,Mortgage,Own,home_improvement,0.6663,0.6988,0.7623,1.0,1,1.0,1.0,43220.0,102353.0,0.4222641251355603,0.0,1.0,0.0,0.0,mortgage_like_secured_low_risk
100077,0,74660.0,177105.0,3921.0,60,0.1179,-15499,-6120,Pensioner,Auto loan,Mortgage,debt_consolidation,0.6348,0.5385,0.5055,,1,1.0,3.0,140906.0,332966.0,0.42318434915276637,0.0,0.0,0.0,0.0,low_income_high_annuity_burden
100078,0,71091.0,154470.0,5516.0,36,0.1711,-14252,-5970,Self-employed,Cash loan,Rent,home_improvement,0.5622,0.4799,0.4595,,1,1.0,4.0,13293.0,408524.0,0.032539091950534116,0.0,0.0,0.0,0.0,self_employed_income_volatility
100079,0,76857.0,76646.0,2699.0,36,0.1612,-14311,-7050,Salaried,Auto loan,Rent,debt_consolidation,0.7848,0.7505,0.7939,,1,3.0,1.0,61305.0,152723.0,0.40141301572127314,0.0,0.0,0.0,2.0,prime_stable_low_leverage
100080,0,228395.0,347653.0,10380.0,48,0.1892,-14274,-4770,Salaried,Credit card,Own,home_improvement,0.99,0.9073,0.99,,1,1.0,5.0,31634.0,141306.0,0.2238687670728773,0.0,0.0,0.0,0.0,prime_stable_low_leverage
100081,0,173099.0,1317335.0,20574.0,120,0.1415,-16733,-8010,Self-employed,Mortgage,Rent,vehicle,0.9007,0.8457,0.7733,11.0,1,1.0,5.0,39381.0,176093.0,0.22363750972497487,1.0,0.0,0.0,3.0,mortgage_like_secured_low_risk
100082,0,475729.0,909532.0,18465.0,72,0.1343,-13857,-7650,Self-employed,Cash loan,Family,debt_consolidation,0.4965,0.6587,0.6369,81.0,1,0.0,2.0,0.0,85658.0,0.0,1.0,0.0,0.0,1.0,self_employed_income_volatility
100083,0,145296.0,319221.0,8039.0,60,0.1761,-14639,-6480,Salaried,Credit card,Own,education,0.7037,0.5485,0.6162,34.0,1,0.0,4.0,0.0,61167.0,0.0,0.0,0.0,1.0,1.0,prime_stable_low_leverage
100084,0,99233.0,278653.0,14320.0,24,0.2101,-9602,-840,Salaried,Credit card,Mortgage,debt_consolidation,0.8217,,0.7529,,1,1.0,4.0,117256.0,404049.0,0.2902024259433881,0.0,0.0,0.0,2.0,low_income_high_annuity_burden
100085,0,137594.0,329600.0,15648.0,24,0.1286,-17138,-7920,Self-employed,Cash loan,Mortgage,vehicle,0.6239,0.5664,0.6294,,1,4.0,3.0,288520.0,478797.0,1.0864346137934047,0.0,0.0,0.0,1.0,high_bureau_utilization
100086,0,95303.0,281516.0,6662.0,72,0.195,-18669,-11220,Self-employed,Credit card,Family,debt_consolidation,0.8294,0.7449,,,1,1.0,3.0,28402.0,88898.0,0.31948975230038923,0.0,0.0,0.0,3.0,self_employed_income_volatility
100087,0,136456.0,218598.0,6126.0,48,0.1538,-15203,-7500,Salaried,Cash loan,Own,other,0.7046,0.7168,0.7274,,0,,,,,,,,,,thin_file_new_to_credit
100088,0,222117.0,303615.0,10499.0,36,0.1482,-12745,-4380,Salaried,Cash loan,Rent,working_capital,0.7058,0.6539,0.6065,,0,,,,,,,,,,thin_file_new_to_credit
100089,0,131352.0,813778.0,18154.0,60,0.1213,-15361,-10590,Salaried,Cash loan,Rent,debt_consolidation,0.7866,0.7459,0.8808,2.0,1,2.0,1.0,253300.0,396318.0,0.6391332213020857,0.0,0.0,1.0,1.0,good_income_high_credit_amount
100090,0,63019.0,116706.0,2909.0,60,0.1713,-20517,-13020,Salaried,Auto loan,Family,debt_consolidation,0.8218,0.8858,0.7792,66.0,1,0.0,1.0,0.0,43651.0,0.0,1.0,0.0,0.0,1.0,prime_stable_low_leverage
100091,0,23126.0,32509.0,633.0,72,0.1183,-14053,-8850,Self-employed,Cash loan,Rent,debt_consolidation,0.7881,0.6653,0.8268,37.0,1,1.0,3.0,17095.0,71365.0,0.23954319344216352,1.0,0.0,0.0,1.0,low_income_high_annuity_burden
100092,0,152857.0,109570.0,3545.0,60,0.3,-10255,-180,Contract,Credit card,Rent,medical,0.6125,0.6257,0.655,,1,1.0,1.0,47778.0,149685.0,0.31919029962922135,0.0,0.0,0.0,0.0,young_short_employment
100093,0,105549.0,920855.0,8573.0,300,0.1031,-15877,-6150,Self-employed,Mortgage,Rent,debt_consolidation,0.5571,0.5492,0.5414,32.0,1,0.0,2.0,0.0,44034.0,0.0,2.0,0.0,0.0,1.0,self_employed_income_volatility
100094,1,79398.0,440897.0,12330.0,48,0.1527,-19262,-10260,Self-employed,Auto loan,Rent,working_capital,0.769,0.7662,0.6828,,0,,,,,,,,,,thin_file_new_to_credit
100095,0,93474.0,173289.0,6204.0,36,0.173,-17421,-10290,Salaried,Cash loan,Rent,home_improvement,0.3365,,,5.0,1,0.0,1.0,0.0,44590.0,0.0,3.0,2.0,0.0,2.0,recent_delinquency
100096,0,351455.0,560807.0,18634.0,36,0.1203,-15315,-5790,Salaried,Cash loan,Rent,home_improvement,0.6691,0.7297,0.7596,,1,1.0,1.0,48749.0,91132.0,0.5349273581178949,0.0,0.0,0.0,1.0,prime_stable_low_leverage
100097,0,116123.0,531961.0,3861.0,300,0.073,-11530,-2970,Self-employed,Mortgage,Rent,home_improvement,0.5189,0.6871,,,0,,,,,,,,,,thin_file_new_to_credit
100098,0,58029.0,25248.0,2241.0,12,0.1181,-19151,-9780,Salaried,Cash loan,Rent,debt_consolidation,0.99,,0.9605,,1,1.0,3.0,119563.0,184692.0,0.6473642604985598,0.0,0.0,0.0,0.0,prime_stable_low_leverage
100099,0,128755.0,102158.0,5071.0,24,0.1741,-17215,-8520,Unemployed,Cash loan,Rent,home_improvement,0.6666,0.6064,0.5461,,1,0.0,1.0,0.0,37347.0,0.0,0.0,0.0,0.0,1.0,prime_stable_low_leverage
100100,0,142194.0,1377934.0,13626.0,120,0.035,-7679,-330,Salaried,Mortgage,Mortgage,debt_consolidation,0.99,0.9611,0.9354,,1,2.0,4.0,184089.0,464093.0,0.3966640307007432,0.0,0.0,0.0,1.0,mortgage_like_secured_low_risk
100101,0,151957.0,209946.0,6072.0,48,0.1713,-22026,-15660,Salaried,Cash loan,Own,debt_consolidation,0.6866,0.8621,0.7976,,1,6.0,1.0,65547.0,125022.0,1.2122556110795037,0.0,0.0,0.0,0.0,high_bureau_utilization
100102,0,45626.0,81230.0,2563.0,48,0.2209,-20401,-10110,Salaried,Credit card,Rent,education,0.4112,0.4304,0.3876,,0,,,,,,,,,,thin_file_new_to_credit
100103,0,84553.0,145604.0,3774.0,60,0.1896,-7698,-510,Contract,Cash loan,Family,other,0.6802,0.5979,,,1,1.0,2.0,28321.0,114907.0,0.24646888353189972,0.0,0.0,0.0,0.0,young_short_employment
100104,0,97058.0,94623.0,2181.0,60,0.1358,-18036,-11220,Salaried,Cash loan,Own,education,0.6407,0.5451,0.4136,,1,1.0,2.0,53497.0,143898.0,0.3717702817273346,0.0,0.0,0.0,2.0,low_income_high_annuity_burden
100105,0,305233.0,514916.0,11307.0,60,0.1143,-12951,-5490,Salaried,Cash loan,Family,working_capital,0.6898,0.6619,0.617,,0,,,,,,,,,,thin_file_new_to_credit
100106,0,48097.0,149237.0,4028.0,60,0.2089,-19400,-12270,Self-employed,Credit card,Rent,debt_consolidation,0.4669,0.4324,0.4474,,1,4.0,1.0,50654.0,168467.0,0.3006760968023411,0.0,0.0,0.0,0.0,self_employed_income_volatility
100107,0,161063.0,164114.0,4277.0,72,0.2356,-19781,-12630,Salaried,Credit card,Own,home_improvement,0.3603,0.4283,0.5044,,1,4.0,0.0,266558.0,333618.0,0.9418320318268804,0.0,0.0,0.0,1.0,high_bureau_utilization
100108,0,233087.0,548437.0,49332.0,12,0.1434,-21294,-11190,Self-employed,Auto loan,Mortgage,working_capital,0.697,0.7323,0.7714,,0,,,,,,,,,,thin_file_new_to_credit
