TARGET,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,TERM_MONTHS,INTEREST_RATE,EMPLOYMENT_STATUS,NAME_CONTRACT_TYPE,HOME_OWNERSHIP,LOAN_PURPOSE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,HAS_BUREAU_FILE,BUREAU_ACTIVE_LOANS,BUREAU_CLOSED_LOANS,BUREAU_TOTAL_DEBT,BUREAU_TOTAL_CREDIT_LIMIT,BUREAU_UTILIZATION,BUREAU_DPD_30_COUNT,BUREAU_DPD_60_COUNT,BUREAU_DPD_90_COUNT,BUREAU_INQUIRIES_6M,AGE_YEARS,EMPLOY_YEARS,CREDIT_TO_INCOME,ANNUITY_TO_INCOME,DEBT_TO_INCOME,MONTHS_SINCE_DELINQ_BINNED
0,,589461.0,52920.0,12,0.1398,Self-employed,Cash loan,Rent,debt_consolidation,0.615,0.5847,0.6708,1,4.0,4.0,298750.0,397484.0,0.7516025802296444,1.0,0.0,0.0,2.0,30.83915126625599,7.5564681724846,,,,older_25_60m
0,231000.0,370650.0,17608.0,24,0.1292,Self-employed,Cash loan,Rent,debt_consolidation,0.8834,0.99,0.9287,1,2.0,1.0,171788.0,375223.0,0.457829077641829,1.0,0.0,0.0,2.0,48.0766598220397,28.008213552361397,1.6045454545454545,0.07622510822510822,0.7436709956709957,recent_0_12m
0,167562.0,270132.0,7674.0,48,0.1613,Contract,Credit card,Family,education,0.4086,0.4706,0.4857,1,1.0,1.0,17720.0,101829.0,0.1740172249555627,0.0,0.0,0.0,0.0,27.90965092402464,0.4928131416837782,1.612131628889605,0.04579797328749955,0.1057519007889617,never_delinquent
0,93821.0,418274.0,20525.0,24,0.1623,Salaried,Credit card,Own,debt_consolidation,0.447,0.52,0.5657,1,0.0,2.0,0.0,129495.0,0.0,0.0,0.0,0.0,0.0,29.965776865160848,0.8213552361396304,4.4582129800364525,0.21876765329723621,0.0,never_delinquent
0,73844.0,160907.0,3918.0,72,0.2068,Self-employed,Credit card,Family,working_capital,0.6279,0.5504,0.698,1,2.0,3.0,91621.0,261519.0,0.3503416577762992,0.0,0.0,0.0,1.0,37.347022587268995,13.552361396303901,2.1790125128649587,0.053057797519094306,1.2407372298358703,never_delinquent
0,96047.0,138644.0,12803.0,12,0.194,Salaried,Cash loan,Own,education,0.7327,0.8257,,1,6.0,2.0,466306.0,1354810.0,0.8729912776057921,0.0,0.0,0.0,1.0,36.31759069130732,15.277207392197125,1.4435016189990317,0.13329932220683624,4.854977250721001,never_delinquent
0,126027.0,318174.0,15968.0,24,0.1854,Contract,Auto loan,Own,working_capital,0.3221,0.3994,0.4419,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.435318275154003,0.7392197125256673,2.5246494798733603,0.12670300808556897,0.0,never_delinquent
0,134818.0,504329.0,10649.0,72,0.1495,Salaried,Credit card,Own,debt_consolidation,0.5474,0.4738,0.7395,1,1.0,0.0,575033.0,784025.0,0.733437071521954,0.0,0.0,0.0,1.0,27.378507871321013,0.32854209445585214,3.7408135412185315,0.0789879689655684,4.265253897847469,never_delinquent
0,229739.0,2469963.0,25454.0,300,0.1169,Salaried,Mortgage,Rent,vehicle,0.7766,0.9567,0.6252,1,1.0,1.0,24179.0,116271.0,0.2079538319959405,0.0,1.0,0.0,0.0,24.539356605065024,6.8172484599589325,10.751169805736074,0.11079529378990942,0.10524551773969591,distant_60m_plus
1,113972.0,227124.0,5404.0,60,0.1501,Contract,Cash loan,Family,debt_consolidation,0.99,0.99,0.99,1,2.0,3.0,223831.0,661008.0,0.338620712608622,0.0,0.0,0.0,1.0,47.0362765229295,26.4476386036961,1.9928052504123819,0.04741515459937529,1.9639121889586917,never_delinquent
1,101393.0,198389.0,18426.0,12,0.205,Salaried,Credit card,Rent,debt_consolidation,0.8664,0.8697,0.99,1,2.0,2.0,599199.0,1430205.0,0.4189602189895854,0.0,0.0,0.0,1.0,53.073237508555785,33.100616016427104,1.9566340871657806,0.18172852169281903,5.909668320298246,never_delinquent
0,117694.0,194524.0,17463.0,12,0.1397,Salaried,Cash loan,Family,vehicle,0.3788,0.6103,,1,4.0,4.0,157679.0,408488.0,0.9400212719866584,0.0,0.0,0.0,0.0,36.818617385352496,14.702258726899384,1.6527945349805429,0.148376297857155,1.3397369449589613,never_delinquent
0,208329.0,394536.0,11371.0,48,0.1694,Salaried,Cash loan,Mortgage,debt_consolidation,0.5459,0.6293,0.4503,1,1.0,1.0,33992.0,252847.0,0.1344370310899476,1.0,0.0,1.0,0.0,39.70704996577687,21.765913757700204,1.8938121912935788,0.05458193530425433,0.1631649938318717,moderate_13_24m
0,305430.0,454788.0,14048.0,48,0.2086,Salaried,Cash loan,Own,working_capital,0.7497,0.8478,0.8002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.57700205338809,32.03285420944559,1.4890089382182496,0.045994172150738304,0.0,never_delinquent
0,117598.0,242305.0,8177.0,36,0.1311,Salaried,Cash loan,Own,debt_consolidation,,0.7626,0.7713,1,1.0,4.0,41291.0,170046.0,0.242822530374134,1.0,0.0,0.0,0.0,34.959616700889804,10.759753593429158,2.060451708362387,0.06953349546761,0.35111991700539125,older_25_60m
0,126412.0,111214.0,4164.0,36,0.2054,Salaried,Credit card,Own,debt_consolidation,0.6667,0.7169,0.6924,1,0.0,3.0,0.0,255984.0,0.0,0.0,0.0,0.0,6.0,57.67556468172484,30.308008213552363,0.8797740720817644,0.03293991076796507,0.0,never_delinquent
0,156809.0,1105249.0,9631.0,180,0.0651,Self-employed,Mortgage,Rent,working_capital,,0.8187,0.99,1,2.0,3.0,137606.0,258964.0,0.5313711558363324,0.0,0.0,0.0,1.0,32.04654346338125,11.08829568788501,7.048377325281074,0.06141866857131925,0.8775389167713588,never_delinquent
1,87218.0,538697.0,49165.0,12,0.1713,Salaried,Cash loan,Own,vehicle,0.5479,0.4639,0.5856,1,2.0,4.0,43637.0,76457.0,0.5707391082569288,0.0,0.0,0.0,3.0,39.28815879534565,20.862422997946613,6.176442936091174,0.5637024467426449,0.5003210346488111,never_delinquent
0,96458.0,88045.0,2435.0,60,0.2206,Salaried,Credit card,Rent,other,0.6754,0.6296,0.458,1,2.0,2.0,81252.0,214796.0,0.3782752006555057,1.0,0.0,0.0,0.0,35.775496235455165,18.234086242299796,0.9127806921147028,0.025244147711957536,0.8423562586825354,distant_60m_plus
0,191108.0,514868.0,24361.0,24,0.1252,Contract,Cash loan,Rent,education,0.8703,0.7733,0.6277,1,2.0,1.0,181924.0,441267.0,0.4122764675355284,3.0,0.0,0.0,1.0,29.804243668720055,0.6570841889117043,2.694120601963288,0.12747242396969252,0.9519434037298281,distant_60m_plus
0,95297.0,170234.0,5314.0,48,0.2146,Salaried,Auto loan,Rent,debt_consolidation,0.6411,0.6527,0.695,1,2.0,3.0,201035.0,679734.0,0.2957553984352702,0.0,0.0,0.0,0.0,42.20396988364134,16.098562628336754,1.7863521412006673,0.05576251088701638,2.1095627354481254,never_delinquent
0,79445.0,278477.0,24523.0,12,0.1031,Salaried,Cash loan,Family,vehicle,0.7642,0.8896,0.7647,1,3.0,2.0,379574.0,705609.0,0.9391291579002158,0.0,0.0,0.0,1.0,26.882956878850102,0.0,3.5052803826546666,0.308678960286991,4.777821134117943,never_delinquent
0,53109.0,74099.0,6577.0,12,0.1181,Salaried,Auto loan,Family,debt_consolidation,0.5671,0.4665,0.5272,1,1.0,3.0,174276.0,217941.0,0.7996476110506973,2.0,2.0,0.0,0.0,42.41204654346338,15.195071868583161,1.3952249147978686,0.12383965053004199,3.2814777156414165,recent_0_12m
0,106628.0,186786.0,4133.0,72,0.1679,Salaried,Cash loan,Mortgage,working_capital,0.6551,0.5319,0.5698,1,1.0,4.0,28502.0,85062.0,0.3350732406950225,0.0,0.0,0.0,0.0,43.22245037645448,17.905544147843944,1.7517537607382676,0.03876092583561541,0.2673031473909292,never_delinquent
0,72861.0,570443.0,7393.0,180,0.1347,Self-employed,Mortgage,Rent,home_improvement,0.6163,0.695,0.5733,1,2.0,3.0,211425.0,292883.0,0.7218752880843203,0.0,0.0,0.0,2.0,36.67077344284736,13.963039014373717,7.8291953171106625,0.10146717722787225,2.9017581422160004,never_delinquent
0,165522.0,169878.0,5963.0,36,0.1589,Contract,Cash loan,Family,debt_consolidation,0.5732,0.5402,0.7091,1,1.0,2.0,64266.0,115283.0,0.5574629390283042,0.0,0.0,0.0,0.0,23.318275154004105,0.5749486652977412,1.0263167433936273,0.036025422602433514,0.3882625874506108,never_delinquent
0,91602.0,89878.0,2153.0,60,0.1531,Contract,Cash loan,Mortgage,debt_consolidation,0.6957,0.8229,0.7277,1,0.0,3.0,0.0,10000.0,0.0,0.0,0.0,0.0,1.0,44.903490759753595,25.462012320328544,0.9811794502303444,0.02350385362765005,0.0,never_delinquent
1,359764.0,3500000.0,45233.0,120,0.0947,Salaried,Mortgage,Own,debt_consolidation,0.8225,0.7978,0.8574,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.68309377138946,18.8911704312115,9.728599859908162,0.1257296449894931,0.0,never_delinquent
0,115975.0,136434.0,3125.0,60,0.1329,Self-employed,Cash loan,Mortgage,working_capital,0.4962,0.5856,0.678,1,0.0,5.0,0.0,11136.0,0.0,0.0,0.0,0.0,0.0,23.953456536618756,0.0,1.1764087087734425,0.026945462384134512,0.0,never_delinquent
0,212902.0,290773.0,6534.0,72,0.174,Salaried,Cash loan,Own,education,0.7187,0.6879,0.829,1,1.0,4.0,91045.0,243607.0,0.3737372078799049,0.0,0.0,1.0,2.0,47.559206023271734,18.973305954825463,1.3657598331626757,0.03069017670101737,0.42763806821918066,distant_60m_plus
0,114104.0,172899.0,6298.0,36,0.1855,Salaried,Cash loan,Family,debt_consolidation,0.3376,0.4031,0.3829,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.935660506502394,40.903490759753595,1.5152755381055878,0.05519526046413798,0.0,never_delinquent
0,128118.0,177652.0,4047.0,60,0.1305,Salaried,Cash loan,Rent,vehicle,0.6645,0.7337,0.7542,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.38672142368241,18.069815195071868,1.3866279523564213,0.03158806725050344,0.0,never_delinquent
0,437743.0,442492.0,20845.0,24,0.1207,Salaried,Auto loan,Family,other,0.4184,0.4934,0.4498,1,2.0,5.0,223553.0,618484.0,0.3614531661287923,0.0,1.0,0.0,1.0,45.93839835728953,26.20123203285421,1.0108488313919355,0.047619265185279945,0.5106946313247728,older_25_60m
0,103521.0,133735.0,4565.0,36,0.1391,Salaried,Cash loan,Own,debt_consolidation,0.5877,0.5653,0.4961,1,2.0,1.0,107130.0,380695.0,0.2814063751822325,0.0,0.0,0.0,6.0,25.900068446269678,4.353182751540041,1.2918634866355618,0.0440973329082988,1.034862491668357,never_delinquent
0,254732.0,439922.0,38912.0,12,0.1115,Salaried,Cash loan,Family,debt_consolidation,0.7096,0.7883,0.6944,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.00684462696783,30.55441478439425,1.7269993561861092,0.1527566226465462,0.0,never_delinquent
0,195423.0,184238.0,4999.0,60,0.2114,Contract,Credit card,Own,debt_consolidation,0.3622,0.3605,0.4508,1,0.0,1.0,0.0,34418.0,0.0,1.0,0.0,2.0,0.0,45.17180013689254,27.84394250513347,0.9427651811711006,0.025580407628580056,0.0,older_25_60m
0,140461.0,236524.0,4950.0,72,0.146,Self-employed,Cash loan,Rent,debt_consolidation,0.6252,0.6574,0.6356,1,2.0,0.0,54290.0,169614.0,0.320079710401264,0.0,0.0,0.0,2.0,44.139630390143736,24.39425051334702,1.6839122603427286,0.03524109895273421,0.3865129822513011,never_delinquent
0,105983.0,179272.0,4798.0,48,0.1287,Self-employed,Auto loan,Own,debt_consolidation,0.731,0.7766,0.7121,1,0.0,3.0,0.0,19384.0,0.0,0.0,0.0,0.0,1.0,36.219028062970565,14.948665297741274,1.6915165639772416,0.045271411452780165,0.0,never_delinquent
0,159987.0,2125169.0,23827.0,180,0.1075,Salaried,Mortgage,Own,debt_consolidation,0.8087,,,1,6.0,4.0,283705.0,793466.0,0.9074114176149392,0.0,0.0,0.0,0.0,52.91444216290212,29.075975359342916,13.283385525073912,0.14893085063161382,1.7733003306518655,never_delinquent
0,76711.0,69106.0,2311.0,36,0.1247,Contract,Cash loan,Rent,vehicle,0.9527,0.9364,0.7837,1,3.0,5.0,694930.0,925207.0,1.10925087706222,2.0,0.0,0.0,0.0,50.60917180013689,31.211498973305954,0.9008616756397387,0.030126057540639545,9.059065844533379,older_25_60m
0,226431.0,513270.0,17426.0,36,0.1353,Salaried,Cash loan,Rent,debt_consolidation,0.6995,0.8069,0.7889,1,0.0,1.0,0.0,74514.0,0.0,0.0,1.0,0.0,3.0,50.56536618754278,25.626283367556468,2.266783258476092,0.07695942693359124,0.0,older_25_60m
0,266390.0,440762.0,14612.0,36,0.1187,Salaried,Auto loan,Rent,working_capital,0.7551,0.621,0.7704,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.593429158110883,0.9034907597535934,1.6545741206501745,0.05485190885543752,0.0,never_delinquent
0,144761.0,681349.0,33398.0,24,0.1611,Self-employed,Auto loan,Mortgage,vehicle,0.6623,0.7363,0.6586,1,2.0,2.0,65364.0,227706.0,0.2870543595689178,0.0,0.0,0.0,1.0,56.84052019164955,31.129363449691994,4.706716588031306,0.23071131036674242,0.4515304536442826,never_delinquent
0,176690.0,471085.0,15191.0,36,0.0996,Salaried,Cash loan,Family,home_improvement,0.7481,0.6646,0.6377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.02669404517454,22.17659137577002,2.6661667326956815,0.0859754372064067,0.0,never_delinquent
0,478274.0,912779.0,83448.0,12,0.1746,Self-employed,Credit card,Rent,vehicle,0.8793,0.8205,0.8441,1,2.0,5.0,39442.0,128623.0,0.306648111146529,0.0,0.0,0.0,0.0,64.23545516769336,37.37166324435318,1.908485512488657,0.17447739162070278,0.08246737225941615,never_delinquent
0,114646.0,471570.0,5300.0,120,0.0627,Salaried,Mortgage,Family,education,0.7733,0.8469,0.8021,1,2.0,1.0,160823.0,347263.0,0.4631158516743793,0.0,0.0,0.0,1.0,29.333333333333332,4.435318275154004,4.11327041501666,0.046229262250754494,1.4027789892364322,never_delinquent
0,210665.0,300949.0,8753.0,60,0.2454,Salaried,Credit card,Rent,debt_consolidation,0.4226,0.5201,0.4784,1,1.0,3.0,96088.0,254927.0,0.3769235898904392,1.0,0.0,0.0,0.0,42.47775496235455,18.809034907597535,1.4285666816984313,0.04154937934635559,0.45611753257541593,older_25_60m
0,145565.0,1189415.0,16516.0,180,0.1484,Salaried,Mortgage,Family,debt_consolidation,0.8866,0.7623,0.7895,1,4.0,4.0,53272.0,119691.0,0.8907381098917205,0.0,0.0,0.0,1.0,40.8952772073922,22.340862422997947,8.17102325421633,0.1134613402947137,0.3659670937381926,never_delinquent
1,141845.0,1203637.0,30555.0,48,0.1005,Self-employed,Cash loan,Family,home_improvement,0.7054,0.6208,0.5931,1,3.0,1.0,62392.0,127549.0,0.4891610283106884,0.0,0.0,1.0,1.0,48.97741273100616,23.81930184804928,8.48557932954986,0.21541118826888506,0.43986041101202017,older_25_60m
0,256168.0,120400.0,4447.0,36,0.1955,Salaried,Auto loan,Mortgage,education,0.5389,0.5138,0.3977,1,2.0,2.0,85634.0,281432.0,0.3042795417720799,0.0,0.0,0.0,0.0,48.733744010951405,23.326488706365502,0.4700040598357328,0.01735970144592611,0.33428843571406264,never_delinquent
0,117416.0,229020.0,20880.0,12,0.1693,Contract,Cash loan,Own,education,0.634,0.6909,0.6977,1,6.0,2.0,439741.0,1004573.0,1.0017081855440644,0.0,0.0,0.0,2.0,37.1937029431896,20.28747433264887,1.9505007835388704,0.1778292566600804,3.745153982421476,never_delinquent
0,86259.0,327682.0,9750.0,48,0.1872,Salaried,Auto loan,Mortgage,working_capital,0.913,0.9715,0.99,1,1.0,3.0,206029.0,312907.0,0.6584352539252877,0.0,0.0,0.0,2.0,42.35455167693361,21.27310061601643,3.7988151960954797,0.1130316836504017,2.3884927949547294,never_delinquent
0,66887.0,58474.0,2824.0,24,0.1459,Salaried,Auto loan,Family,medical,0.7362,0.8746,0.8457,1,0.0,4.0,0.0,50121.0,0.0,0.0,0.0,0.0,1.0,22.666666666666668,2.8747433264887063,0.874220700584568,0.04222046137515511,0.0,never_delinquent
0,215463.0,1406667.0,18864.0,120,0.1035,Salaried,Mortgage,Own,home_improvement,0.6663,0.6988,0.7623,1,1.0,1.0,43220.0,102353.0,0.4222641251355603,0.0,1.0,0.0,0.0,55.449691991786445,31.457905544147845,6.528577992509154,0.08755099483437992,0.20059128481456212,recent_0_12m
0,74660.0,177105.0,3921.0,60,0.1179,Pensioner,Auto loan,Mortgage,debt_consolidation,0.6348,0.5385,0.5055,1,1.0,3.0,140906.0,332966.0,0.4231843491527663,0.0,0.0,0.0,0.0,42.43394934976044,16.75564681724846,2.3721537637289045,0.05251808197160461,1.8873024377176533,never_delinquent
0,71091.0,154470.0,5516.0,36,0.1711,Self-employed,Cash loan,Rent,home_improvement,0.5622,0.4799,0.4595,1,1.0,4.0,13293.0,408524.0,0.0325390919505341,0.0,0.0,0.0,0.0,39.01984941820671,16.344969199178646,2.172848883824957,0.07759069361803886,0.18698569439169516,never_delinquent
0,76857.0,76646.0,2699.0,36,0.1612,Salaried,Auto loan,Rent,debt_consolidation,0.7848,0.7505,0.7939,1,3.0,1.0,61305.0,152723.0,0.4014130157212731,0.0,0.0,0.0,2.0,39.181382614647504,19.301848049281315,0.9972546417372523,0.03511716564528931,0.7976501815059136,never_delinquent
0,228395.0,347653.0,10380.0,48,0.1892,Salaried,Credit card,Own,home_improvement,0.99,0.9073,0.99,1,1.0,5.0,31634.0,141306.0,0.2238687670728773,0.0,0.0,0.0,0.0,39.08008213552361,13.059548254620124,1.5221567897721053,0.04544757985069726,0.13850565905558354,never_delinquent
0,173099.0,1317335.0,20574.0,120,0.1415,Self-employed,Mortgage,Rent,vehicle,0.9007,0.8457,0.7733,1,1.0,5.0,39381.0,176093.0,0.2236375097249748,1.0,0.0,0.0,3.0,45.81245722108145,21.930184804928132,7.61029815308003,0.11885683914985067,0.22750564705746423,recent_0_12m
0,475729.0,909532.0,18465.0,72,0.1343,Self-employed,Cash loan,Family,debt_consolidation,0.4965,0.6587,0.6369,1,0.0,2.0,0.0,85658.0,0.0,1.0,0.0,0.0,1.0,37.93839835728953,20.944558521560573,1.9118699932104202,0.03881411475861257,0.0,distant_60m_plus
0,145296.0,319221.0,8039.0,60,0.1761,Salaried,Credit card,Own,education,0.7037,0.5485,0.6162,1,0.0,4.0,0.0,61167.0,0.0,0.0,0.0,1.0,1.0,40.07939767282683,17.741273100616016,2.1970391476709614,0.05532843299196124,0.0,older_25_60m
0,99233.0,278653.0,14320.0,24,0.2101,Salaried,Credit card,Mortgage,debt_consolidation,0.8217,,0.7529,1,1.0,4.0,117256.0,404049.0,0.2902024259433881,0.0,0.0,0.0,2.0,26.288843258042437,2.299794661190965,2.808067880644544,0.14430683341227213,1.1816230487841746,never_delinquent
0,137594.0,329600.0,15648.0,24,0.1286,Self-employed,Cash loan,Mortgage,vehicle,0.6239,0.5664,0.6294,1,4.0,3.0,288520.0,478797.0,1.086434613793405,0.0,0.0,0.0,1.0,46.92128678986995,21.683778234086244,2.3954532901143946,0.11372588921028533,2.096893759902321,never_delinquent
0,95303.0,281516.0,6662.0,72,0.195,Self-employed,Credit card,Family,debt_consolidation,0.8294,0.7449,,1,1.0,3.0,28402.0,88898.0,0.3194897523003892,0.0,0.0,0.0,3.0,51.1129363449692,30.718685831622178,2.9539049138012445,0.0699033608595742,0.29801790080060436,never_delinquent
0,136456.0,218598.0,6126.0,48,0.1538,Salaried,Cash loan,Own,other,0.7046,0.7168,0.7274,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.62354551676933,20.53388090349076,1.6019669343964356,0.044893592073635455,0.0,never_delinquent
